Field           = 1.000000E+06 V/cm
Carrier density = 1.831000E+18 cm^-3
dE              = 0.001750 eV

Energy (eV)  Prob. Density (eV^-1)  Prob. Density (cm^-3 eV^-1)
   0.147000               2.400000             4.3944000000E+18
   0.148750               2.514286             4.6036571429E+18
   0.150500               2.228571             4.0805142857E+18
   0.152250               2.114286             3.8712571429E+18
   0.154000               1.542857             2.8249714286E+18
   0.155750               2.342857             4.2897714286E+18
   0.157500               2.628571             4.8129142857E+18
   0.159250               2.114286             3.8712571429E+18
   0.161000               2.514286             4.6036571429E+18
   0.162750               2.628571             4.8129142857E+18
   0.164500               2.514286             4.6036571429E+18
   0.166250               2.057143             3.7666285714E+18
   0.168000               2.171429             3.9758857143E+18
   0.169750               1.942857             3.5573714286E+18
   0.171500               1.714286             3.1388571429E+18
   0.173250               2.400000             4.3944000000E+18
   0.175000               2.171429             3.9758857143E+18
   0.176750               2.057143             3.7666285714E+18
   0.178500               2.628571             4.8129142857E+18
   0.180250               1.542857             2.8249714286E+18
   0.182000               1.828571             3.3481142857E+18
   0.183750               2.000000             3.6620000000E+18
   0.185500               1.828571             3.3481142857E+18
   0.187250               1.942857             3.5573714286E+18
   0.189000               1.257143             2.3018285714E+18
   0.190750               1.771429             3.2434857143E+18
   0.192500               2.000000             3.6620000000E+18
   0.194250               1.085714             1.9879428571E+18
   0.196000               1.771429             3.2434857143E+18
   0.197750               1.542857             2.8249714286E+18
   0.199500               2.285714             4.1851428571E+18
   0.201250               1.771429             3.2434857143E+18
   0.203000               1.600000             2.9296000000E+18
   0.204750               1.828571             3.3481142857E+18
   0.206500               1.542857             2.8249714286E+18
   0.208250               1.771429             3.2434857143E+18
   0.210000               1.371429             2.5110857143E+18
   0.211750               1.485714             2.7203428571E+18
   0.213500               1.542857             2.8249714286E+18
   0.215250               1.485714             2.7203428571E+18
   0.217000               1.885714             3.4527428571E+18
   0.218750               1.428571             2.6157142857E+18
   0.220500               1.485714             2.7203428571E+18
   0.222250               1.371429             2.5110857143E+18
   0.224000               1.657143             3.0342285714E+18
   0.225750               1.428571             2.6157142857E+18
   0.227500               1.657143             3.0342285714E+18
   0.229250               1.600000             2.9296000000E+18
   0.231000               1.028571             1.8833142857E+18
   0.232750               1.542857             2.8249714286E+18
   0.234500               1.428571             2.6157142857E+18
   0.236250               1.657143             3.0342285714E+18
   0.238000               1.200000             2.1972000000E+18
   0.239750               1.657143             3.0342285714E+18
   0.241500               1.257143             2.3018285714E+18
   0.243250               1.657143             3.0342285714E+18
   0.245000               1.142857             2.0925714286E+18
   0.246750               1.085714             1.9879428571E+18
   0.248500               1.200000             2.1972000000E+18
   0.250250               1.771429             3.2434857143E+18
   0.252000               1.142857             2.0925714286E+18
   0.253750               1.257143             2.3018285714E+18
   0.255500               1.257143             2.3018285714E+18
   0.257250               1.028571             1.8833142857E+18
   0.259000               1.428571             2.6157142857E+18
   0.260750               0.857143             1.5694285714E+18
   0.262500               1.314286             2.4064571429E+18
   0.264250               1.714286             3.1388571429E+18
   0.266000               1.200000             2.1972000000E+18
   0.267750               1.085714             1.9879428571E+18
   0.269500               1.714286             3.1388571429E+18
   0.271250               1.257143             2.3018285714E+18
   0.273000               1.142857             2.0925714286E+18
   0.274750               0.971429             1.7786857143E+18
   0.276500               1.371429             2.5110857143E+18
   0.278250               1.485714             2.7203428571E+18
   0.280000               1.142857             2.0925714286E+18
   0.281750               1.371429             2.5110857143E+18
   0.283500               1.428571             2.6157142857E+18
   0.285250               0.971429             1.7786857143E+18
   0.287000               0.971429             1.7786857143E+18
   0.288750               1.028571             1.8833142857E+18
   0.290500               1.428571             2.6157142857E+18
   0.292250               1.600000             2.9296000000E+18
   0.294000               1.428571             2.6157142857E+18
   0.295750               1.371429             2.5110857143E+18
   0.297500               0.914286             1.6740571429E+18
   0.299250               0.971429             1.7786857143E+18
   0.301000               0.857143             1.5694285714E+18
   0.302750               1.028571             1.8833142857E+18
   0.304500               1.085714             1.9879428571E+18
   0.306250               0.914286             1.6740571429E+18
   0.308000               0.914286             1.6740571429E+18
   0.309750               0.971429             1.7786857143E+18
   0.311500               0.914286             1.6740571429E+18
   0.313250               0.857143             1.5694285714E+18
   0.315000               1.028571             1.8833142857E+18
   0.316750               1.428571             2.6157142857E+18
   0.318500               1.085714             1.9879428571E+18
   0.320250               0.971429             1.7786857143E+18
   0.322000               0.971429             1.7786857143E+18
   0.323750               1.428571             2.6157142857E+18
   0.325500               1.085714             1.9879428571E+18
   0.327250               1.314286             2.4064571429E+18
   0.329000               1.142857             2.0925714286E+18
   0.330750               0.742857             1.3601714286E+18
   0.332500               1.028571             1.8833142857E+18
   0.334250               1.085714             1.9879428571E+18
   0.336000               1.371429             2.5110857143E+18
   0.337750               0.857143             1.5694285714E+18
   0.339500               0.628571             1.1509142857E+18
   0.341250               1.085714             1.9879428571E+18
   0.343000               0.971429             1.7786857143E+18
   0.344750               0.685714             1.2555428571E+18
   0.346500               0.971429             1.7786857143E+18
   0.348250               1.142857             2.0925714286E+18
   0.350000               0.742857             1.3601714286E+18
   0.351750               0.914286             1.6740571429E+18
   0.353500               0.571429             1.0462857143E+18
   0.355250               0.514286             9.4165714286E+17
   0.357000               0.628571             1.1509142857E+18
   0.358750               0.857143             1.5694285714E+18
   0.360500               0.400000             7.3240000000E+17
   0.362250               0.457143             8.3702857143E+17
   0.364000               0.971429             1.7786857143E+18
   0.365750               1.142857             2.0925714286E+18
   0.367500               0.628571             1.1509142857E+18
   0.369250               1.142857             2.0925714286E+18
   0.371000               0.514286             9.4165714286E+17
   0.372750               0.685714             1.2555428571E+18
   0.374500               0.857143             1.5694285714E+18
   0.376250               0.800000             1.4648000000E+18
   0.378000               0.400000             7.3240000000E+17
   0.379750               0.571429             1.0462857143E+18
   0.381500               1.028571             1.8833142857E+18
   0.383250               0.285714             5.2314285714E+17
   0.385000               0.800000             1.4648000000E+18
   0.386750               0.971429             1.7786857143E+18
   0.388500               1.142857             2.0925714286E+18
   0.390250               0.457143             8.3702857143E+17
   0.392000               0.685714             1.2555428571E+18
   0.393750               0.628571             1.1509142857E+18
   0.395500               0.685714             1.2555428571E+18
   0.397250               0.800000             1.4648000000E+18
   0.399000               1.028571             1.8833142857E+18
   0.400750               0.914286             1.6740571429E+18
   0.402500               0.857143             1.5694285714E+18
   0.404250               0.800000             1.4648000000E+18
   0.406000               0.971429             1.7786857143E+18
   0.407750               0.628571             1.1509142857E+18
   0.409500               0.514286             9.4165714286E+17
   0.411250               0.914286             1.6740571429E+18
   0.413000               0.742857             1.3601714286E+18
   0.414750               0.514286             9.4165714286E+17
   0.416500               1.085714             1.9879428571E+18
   0.418250               0.857143             1.5694285714E+18
   0.420000               0.742857             1.3601714286E+18
   0.421750               0.628571             1.1509142857E+18
   0.423500               0.685714             1.2555428571E+18
   0.425250               0.800000             1.4648000000E+18
   0.427000               0.457143             8.3702857143E+17
   0.428750               0.914286             1.6740571429E+18
   0.430500               0.400000             7.3240000000E+17
   0.432250               0.400000             7.3240000000E+17
   0.434000               0.628571             1.1509142857E+18
   0.435750               0.685714             1.2555428571E+18
   0.437500               0.571429             1.0462857143E+18
   0.439250               0.514286             9.4165714286E+17
   0.441000               1.085714             1.9879428571E+18
   0.442750               0.685714             1.2555428571E+18
   0.444500               0.285714             5.2314285714E+17
   0.446250               0.457143             8.3702857143E+17
   0.448000               0.514286             9.4165714286E+17
   0.449750               0.571429             1.0462857143E+18
   0.451500               0.571429             1.0462857143E+18
   0.453250               0.685714             1.2555428571E+18
   0.455000               0.628571             1.1509142857E+18
   0.456750               0.514286             9.4165714286E+17
   0.458500               0.742857             1.3601714286E+18
   0.460250               0.685714             1.2555428571E+18
   0.462000               0.685714             1.2555428571E+18
   0.463750               0.400000             7.3240000000E+17
   0.465500               0.971429             1.7786857143E+18
   0.467250               0.400000             7.3240000000E+17
   0.469000               0.914286             1.6740571429E+18
   0.470750               0.457143             8.3702857143E+17
   0.472500               0.457143             8.3702857143E+17
   0.474250               0.628571             1.1509142857E+18
   0.476000               0.857143             1.5694285714E+18
   0.477750               0.685714             1.2555428571E+18
   0.479500               0.342857             6.2777142857E+17
   0.481250               0.400000             7.3240000000E+17
   0.483000               0.457143             8.3702857143E+17
   0.484750               0.628571             1.1509142857E+18
   0.486500               0.571429             1.0462857143E+18
   0.488250               0.914286             1.6740571429E+18
   0.490000               0.628571             1.1509142857E+18
   0.491750               0.285714             5.2314285714E+17
   0.493500               0.514286             9.4165714286E+17
   0.495250               0.628571             1.1509142857E+18
   0.497000               0.628571             1.1509142857E+18
   0.498750               0.400000             7.3240000000E+17
   0.500500               0.685714             1.2555428571E+18
   0.502250               0.571429             1.0462857143E+18
   0.504000               0.971429             1.7786857143E+18
   0.505750               0.800000             1.4648000000E+18
   0.507500               0.285714             5.2314285714E+17
   0.509250               0.400000             7.3240000000E+17
   0.511000               1.142857             2.0925714286E+18
   0.512750               0.457143             8.3702857143E+17
   0.514500               0.571429             1.0462857143E+18
   0.516250               0.685714             1.2555428571E+18
   0.518000               0.514286             9.4165714286E+17
   0.519750               0.514286             9.4165714286E+17
   0.521500               0.514286             9.4165714286E+17
   0.523250               0.514286             9.4165714286E+17
   0.525000               0.571429             1.0462857143E+18
   0.526750               0.400000             7.3240000000E+17
   0.528500               1.028571             1.8833142857E+18
   0.530250               0.514286             9.4165714286E+17
   0.532000               0.628571             1.1509142857E+18
   0.533750               0.514286             9.4165714286E+17
   0.535500               0.514286             9.4165714286E+17
   0.537250               0.571429             1.0462857143E+18
   0.539000               0.742857             1.3601714286E+18
   0.540750               0.628571             1.1509142857E+18
   0.542500               0.400000             7.3240000000E+17
   0.544250               0.742857             1.3601714286E+18
   0.546000               0.285714             5.2314285714E+17
   0.547750               0.457143             8.3702857143E+17
   0.549500               0.800000             1.4648000000E+18
   0.551250               0.514286             9.4165714286E+17
   0.553000               0.457143             8.3702857143E+17
   0.554750               0.685714             1.2555428571E+18
   0.556500               0.342857             6.2777142857E+17
   0.558250               0.800000             1.4648000000E+18
   0.560000               0.742857             1.3601714286E+18
   0.561750               0.571429             1.0462857143E+18
   0.563500               0.514286             9.4165714286E+17
   0.565250               0.628571             1.1509142857E+18
   0.567000               0.514286             9.4165714286E+17
   0.568750               0.400000             7.3240000000E+17
   0.570500               0.285714             5.2314285714E+17
   0.572250               0.571429             1.0462857143E+18
   0.574000               0.285714             5.2314285714E+17
   0.575750               0.285714             5.2314285714E+17
   0.577500               0.571429             1.0462857143E+18
   0.579250               0.342857             6.2777142857E+17
   0.581000               0.514286             9.4165714286E+17
   0.582750               0.457143             8.3702857143E+17
   0.584500               0.514286             9.4165714286E+17
   0.586250               0.685714             1.2555428571E+18
   0.588000               0.285714             5.2314285714E+17
   0.589750               0.571429             1.0462857143E+18
   0.591500               0.514286             9.4165714286E+17
   0.593250               0.342857             6.2777142857E+17
   0.595000               0.400000             7.3240000000E+17
   0.596750               0.171429             3.1388571429E+17
   0.598500               0.400000             7.3240000000E+17
   0.600250               0.171429             3.1388571429E+17
   0.602000               0.400000             7.3240000000E+17
   0.603750               0.457143             8.3702857143E+17
   0.605500               0.400000             7.3240000000E+17
   0.607250               0.285714             5.2314285714E+17
   0.609000               0.628571             1.1509142857E+18
   0.610750               0.514286             9.4165714286E+17
   0.612500               0.685714             1.2555428571E+18
   0.614250               0.571429             1.0462857143E+18
   0.616000               0.628571             1.1509142857E+18
   0.617750               0.514286             9.4165714286E+17
   0.619500               0.457143             8.3702857143E+17
   0.621250               0.400000             7.3240000000E+17
   0.623000               0.400000             7.3240000000E+17
   0.624750               0.400000             7.3240000000E+17
   0.626500               0.571429             1.0462857143E+18
   0.628250               0.457143             8.3702857143E+17
   0.630000               0.228571             4.1851428571E+17
   0.631750               0.171429             3.1388571429E+17
   0.633500               0.228571             4.1851428571E+17
   0.635250               0.400000             7.3240000000E+17
   0.637000               0.342857             6.2777142857E+17
   0.638750               0.171429             3.1388571429E+17
   0.640500               0.400000             7.3240000000E+17
   0.642250               0.228571             4.1851428571E+17
   0.644000               0.342857             6.2777142857E+17
   0.645750               0.400000             7.3240000000E+17
   0.647500               0.342857             6.2777142857E+17
   0.649250               0.285714             5.2314285714E+17
   0.651000               0.628571             1.1509142857E+18
   0.652750               0.285714             5.2314285714E+17
   0.654500               0.514286             9.4165714286E+17
   0.656250               0.342857             6.2777142857E+17
   0.658000               0.342857             6.2777142857E+17
   0.659750               0.457143             8.3702857143E+17
   0.661500               0.571429             1.0462857143E+18
   0.663250               0.571429             1.0462857143E+18
   0.665000               0.457143             8.3702857143E+17
   0.666750               0.457143             8.3702857143E+17
   0.668500               0.342857             6.2777142857E+17
   0.670250               0.400000             7.3240000000E+17
   0.672000               0.457143             8.3702857143E+17
   0.673750               0.228571             4.1851428571E+17
   0.675500               0.400000             7.3240000000E+17
   0.677250               0.400000             7.3240000000E+17
   0.679000               0.342857             6.2777142857E+17
   0.680750               0.285714             5.2314285714E+17
   0.682500               0.228571             4.1851428571E+17
   0.684250               0.342857             6.2777142857E+17
   0.686000               0.285714             5.2314285714E+17
   0.687750               0.400000             7.3240000000E+17
   0.689500               0.228571             4.1851428571E+17
   0.691250               0.628571             1.1509142857E+18
   0.693000               0.628571             1.1509142857E+18
   0.694750               0.457143             8.3702857143E+17
   0.696500               0.514286             9.4165714286E+17
   0.698250               0.114286             2.0925714286E+17
   0.700000               0.571429             1.0462857143E+18
   0.701750               0.285714             5.2314285714E+17
   0.703500               0.285714             5.2314285714E+17
   0.705250               0.285714             5.2314285714E+17
   0.707000               0.057143             1.0462857143E+17
   0.708750               0.285714             5.2314285714E+17
   0.710500               0.171429             3.1388571429E+17
   0.712250               0.285714             5.2314285714E+17
   0.714000               0.228571             4.1851428571E+17
   0.715750               0.057143             1.0462857143E+17
   0.717500               0.342857             6.2777142857E+17
   0.719250               0.114286             2.0925714286E+17
   0.721000               0.400000             7.3240000000E+17
   0.722750               0.228571             4.1851428571E+17
   0.724500               0.342857             6.2777142857E+17
   0.726250               0.228571             4.1851428571E+17
   0.728000               0.285714             5.2314285714E+17
   0.729750               0.171429             3.1388571429E+17
   0.731500               0.171429             3.1388571429E+17
   0.733250               0.228571             4.1851428571E+17
   0.735000               0.228571             4.1851428571E+17
   0.736750               0.400000             7.3240000000E+17
   0.738500               0.228571             4.1851428571E+17
   0.740250               0.457143             8.3702857143E+17
   0.742000               0.400000             7.3240000000E+17
   0.743750               0.057143             1.0462857143E+17
   0.745500               0.114286             2.0925714286E+17
   0.747250               0.228571             4.1851428571E+17
   0.749000               0.457143             8.3702857143E+17
   0.750750               0.228571             4.1851428571E+17
   0.752500               0.285714             5.2314285714E+17
   0.754250               0.285714             5.2314285714E+17
   0.756000               0.228571             4.1851428571E+17
   0.757750               0.228571             4.1851428571E+17
   0.759500               0.400000             7.3240000000E+17
   0.761250               0.114286             2.0925714286E+17
   0.763000               0.114286             2.0925714286E+17
   0.764750               0.571429             1.0462857143E+18
   0.766500               0.171429             3.1388571429E+17
   0.768250               0.400000             7.3240000000E+17
   0.770000               0.114286             2.0925714286E+17
   0.771750               0.057143             1.0462857143E+17
   0.773500               0.571429             1.0462857143E+18
   0.775250               0.285714             5.2314285714E+17
   0.777000               0.342857             6.2777142857E+17
   0.778750               0.228571             4.1851428571E+17
   0.780500               0.400000             7.3240000000E+17
   0.782250               0.342857             6.2777142857E+17
   0.784000               0.228571             4.1851428571E+17
   0.785750               0.342857             6.2777142857E+17
   0.787500               0.228571             4.1851428571E+17
   0.789250               0.228571             4.1851428571E+17
   0.791000               0.171429             3.1388571429E+17
   0.792750               0.228571             4.1851428571E+17
   0.794500               0.285714             5.2314285714E+17
   0.796250               0.228571             4.1851428571E+17
   0.798000               0.342857             6.2777142857E+17
   0.799750               0.228571             4.1851428571E+17
   0.801500               0.285714             5.2314285714E+17
   0.803250               0.457143             8.3702857143E+17
   0.805000               0.285714             5.2314285714E+17
   0.806750               0.171429             3.1388571429E+17
   0.808500               0.342857             6.2777142857E+17
   0.810250               0.285714             5.2314285714E+17
   0.812000               0.171429             3.1388571429E+17
   0.813750               0.171429             3.1388571429E+17
   0.815500               0.228571             4.1851428571E+17
   0.817250               0.400000             7.3240000000E+17
   0.819000               0.400000             7.3240000000E+17
   0.820750               0.000000             0.0000000000E+00
   0.822500               0.228571             4.1851428571E+17
   0.824250               0.228571             4.1851428571E+17
   0.826000               0.057143             1.0462857143E+17
   0.827750               0.285714             5.2314285714E+17
   0.829500               0.171429             3.1388571429E+17
   0.831250               0.171429             3.1388571429E+17
   0.833000               0.114286             2.0925714286E+17
   0.834750               0.114286             2.0925714286E+17
   0.836500               0.228571             4.1851428571E+17
   0.838250               0.228571             4.1851428571E+17
   0.840000               0.171429             3.1388571429E+17
   0.841750               0.114286             2.0925714286E+17
   0.843500               0.285714             5.2314285714E+17
   0.845250               0.228571             4.1851428571E+17
   0.847000               0.228571             4.1851428571E+17
   0.848750               0.228571             4.1851428571E+17
   0.850500               0.171429             3.1388571429E+17
   0.852250               0.400000             7.3240000000E+17
   0.854000               0.285714             5.2314285714E+17
   0.855750               0.285714             5.2314285714E+17
   0.857500               0.285714             5.2314285714E+17
   0.859250               0.285714             5.2314285714E+17
   0.861000               0.171429             3.1388571429E+17
   0.862750               0.342857             6.2777142857E+17
   0.864500               0.171429             3.1388571429E+17
   0.866250               0.228571             4.1851428571E+17
   0.868000               0.000000             0.0000000000E+00
   0.869750               0.114286             2.0925714286E+17
   0.871500               0.228571             4.1851428571E+17
   0.873250               0.057143             1.0462857143E+17
   0.875000               0.285714             5.2314285714E+17
   0.876750               0.285714             5.2314285714E+17
   0.878500               0.285714             5.2314285714E+17
   0.880250               0.228571             4.1851428571E+17
   0.882000               0.400000             7.3240000000E+17
   0.883750               0.571429             1.0462857143E+18
   0.885500               0.228571             4.1851428571E+17
   0.887250               0.057143             1.0462857143E+17
   0.889000               0.285714             5.2314285714E+17
   0.890750               0.171429             3.1388571429E+17
   0.892500               0.171429             3.1388571429E+17
   0.894250               0.171429             3.1388571429E+17
   0.896000               0.057143             1.0462857143E+17
   0.897750               0.400000             7.3240000000E+17
   0.899500               0.114286             2.0925714286E+17
   0.901250               0.171429             3.1388571429E+17
   0.903000               0.171429             3.1388571429E+17
   0.904750               0.114286             2.0925714286E+17
   0.906500               0.057143             1.0462857143E+17
   0.908250               0.514286             9.4165714286E+17
   0.910000               0.114286             2.0925714286E+17
   0.911750               0.171429             3.1388571429E+17
   0.913500               0.228571             4.1851428571E+17
   0.915250               0.285714             5.2314285714E+17
   0.917000               0.342857             6.2777142857E+17
   0.918750               0.228571             4.1851428571E+17
   0.920500               0.000000             0.0000000000E+00
   0.922250               0.285714             5.2314285714E+17
   0.924000               0.057143             1.0462857143E+17
   0.925750               0.342857             6.2777142857E+17
   0.927500               0.228571             4.1851428571E+17
   0.929250               0.114286             2.0925714286E+17
   0.931000               0.285714             5.2314285714E+17
   0.932750               0.285714             5.2314285714E+17
   0.934500               0.057143             1.0462857143E+17
   0.936250               0.171429             3.1388571429E+17
   0.938000               0.171429             3.1388571429E+17
   0.939750               0.057143             1.0462857143E+17
   0.941500               0.057143             1.0462857143E+17
   0.943250               0.457143             8.3702857143E+17
   0.945000               0.342857             6.2777142857E+17
   0.946750               0.057143             1.0462857143E+17
   0.948500               0.228571             4.1851428571E+17
   0.950250               0.228571             4.1851428571E+17
   0.952000               0.228571             4.1851428571E+17
   0.953750               0.114286             2.0925714286E+17
   0.955500               0.114286             2.0925714286E+17
   0.957250               0.171429             3.1388571429E+17
   0.959000               0.114286             2.0925714286E+17
   0.960750               0.000000             0.0000000000E+00
   0.962500               0.228571             4.1851428571E+17
   0.964250               0.285714             5.2314285714E+17
   0.966000               0.342857             6.2777142857E+17
   0.967750               0.114286             2.0925714286E+17
   0.969500               0.228571             4.1851428571E+17
   0.971250               0.114286             2.0925714286E+17
   0.973000               0.171429             3.1388571429E+17
   0.974750               0.114286             2.0925714286E+17
   0.976500               0.171429             3.1388571429E+17
   0.978250               0.057143             1.0462857143E+17
   0.980000               0.057143             1.0462857143E+17
   0.981750               0.114286             2.0925714286E+17
   0.983500               0.000000             0.0000000000E+00
   0.985250               0.171429             3.1388571429E+17
   0.987000               0.057143             1.0462857143E+17
   0.988750               0.228571             4.1851428571E+17
   0.990500               0.057143             1.0462857143E+17
   0.992250               0.228571             4.1851428571E+17
   0.994000               0.285714             5.2314285714E+17
   0.995750               0.114286             2.0925714286E+17
   0.997500               0.114286             2.0925714286E+17
   0.999250               0.057143             1.0462857143E+17
   1.001000               0.057143             1.0462857143E+17
   1.002750               0.114286             2.0925714286E+17
   1.004500               0.171429             3.1388571429E+17
   1.006250               0.057143             1.0462857143E+17
   1.008000               0.057143             1.0462857143E+17
   1.009750               0.114286             2.0925714286E+17
   1.011500               0.171429             3.1388571429E+17
   1.013250               0.171429             3.1388571429E+17
   1.015000               0.114286             2.0925714286E+17
   1.016750               0.114286             2.0925714286E+17
   1.018500               0.057143             1.0462857143E+17
   1.020250               0.057143             1.0462857143E+17
   1.022000               0.114286             2.0925714286E+17
   1.023750               0.057143             1.0462857143E+17
   1.025500               0.057143             1.0462857143E+17
   1.027250               0.228571             4.1851428571E+17
   1.029000               0.057143             1.0462857143E+17
   1.030750               0.114286             2.0925714286E+17
   1.032500               0.114286             2.0925714286E+17
   1.034250               0.114286             2.0925714286E+17
   1.036000               0.000000             0.0000000000E+00
   1.037750               0.171429             3.1388571429E+17
   1.039500               0.057143             1.0462857143E+17
   1.041250               0.228571             4.1851428571E+17
   1.043000               0.228571             4.1851428571E+17
   1.044750               0.228571             4.1851428571E+17
   1.046500               0.000000             0.0000000000E+00
   1.048250               0.114286             2.0925714286E+17
   1.050000               0.000000             0.0000000000E+00
   1.051750               0.171429             3.1388571429E+17
   1.053500               0.114286             2.0925714286E+17
   1.055250               0.171429             3.1388571429E+17
   1.057000               0.057143             1.0462857143E+17
   1.058750               0.114286             2.0925714286E+17
   1.060500               0.228571             4.1851428571E+17
   1.062250               0.228571             4.1851428571E+17
   1.064000               0.114286             2.0925714286E+17
   1.065750               0.114286             2.0925714286E+17
   1.067500               0.171429             3.1388571429E+17
   1.069250               0.057143             1.0462857143E+17
   1.071000               0.114286             2.0925714286E+17
   1.072750               0.057143             1.0462857143E+17
   1.074500               0.114286             2.0925714286E+17
   1.076250               0.228571             4.1851428571E+17
   1.078000               0.000000             0.0000000000E+00
   1.079750               0.114286             2.0925714286E+17
   1.081500               0.000000             0.0000000000E+00
   1.083250               0.114286             2.0925714286E+17
   1.085000               0.000000             0.0000000000E+00
   1.086750               0.114286             2.0925714286E+17
   1.088500               0.285714             5.2314285714E+17
   1.090250               0.057143             1.0462857143E+17
   1.092000               0.000000             0.0000000000E+00
   1.093750               0.228571             4.1851428571E+17
   1.095500               0.057143             1.0462857143E+17
   1.097250               0.114286             2.0925714286E+17
   1.099000               0.114286             2.0925714286E+17
   1.100750               0.000000             0.0000000000E+00
   1.102500               0.171429             3.1388571429E+17
   1.104250               0.171429             3.1388571429E+17
   1.106000               0.057143             1.0462857143E+17
   1.107750               0.171429             3.1388571429E+17
   1.109500               0.000000             0.0000000000E+00
   1.111250               0.114286             2.0925714286E+17
   1.113000               0.057143             1.0462857143E+17
   1.114750               0.057143             1.0462857143E+17
   1.116500               0.000000             0.0000000000E+00
   1.118250               0.000000             0.0000000000E+00
   1.120000               0.114286             2.0925714286E+17
   1.121750               0.000000             0.0000000000E+00
   1.123500               0.114286             2.0925714286E+17
   1.125250               0.057143             1.0462857143E+17
   1.127000               0.057143             1.0462857143E+17
   1.128750               0.000000             0.0000000000E+00
   1.130500               0.057143             1.0462857143E+17
   1.132250               0.000000             0.0000000000E+00
   1.134000               0.057143             1.0462857143E+17
   1.135750               0.000000             0.0000000000E+00
   1.137500               0.114286             2.0925714286E+17
   1.139250               0.057143             1.0462857143E+17
   1.141000               0.171429             3.1388571429E+17
   1.142750               0.114286             2.0925714286E+17
   1.144500               0.114286             2.0925714286E+17
   1.146250               0.114286             2.0925714286E+17
   1.148000               0.057143             1.0462857143E+17
